9554.591178894043	 1241213.754943	 41
16567.41499900818	 1241068.454552	 71
16344.5360660553	 1241033.944586	 70
18095.55196762085	 1241068.454551	 78
18438.74502182007	 1241068.454551	 79
16439.40091133118	 1241033.944586	 71
17898.677110672	 1241068.454552	 77
18569.24700737	 1241068.454551	 80
19314.85819816589	 1241033.944586	 83
15397.56894111633	 1241068.454551	 66
17978.12604904175	 1241033.944586	 77
18887.17603683472	 1241068.454551	 81
17467.13185310364	 1241068.454552	 75
8873.661041259766	 1241213.754943	 38
16798.88200759888	 1241068.454551	 72
10112.94794082642	 1240556.855190	 43
19791.99600219727	 1241033.944585	 85
16988.39807510376	 1241068.454552	 73
17582.09776878357	 1241033.944585	 75
15927.93703079224	 1241068.454551	 68
17568.02415847778	 1241068.454551	 75
17520.93577384949	 1241068.454551	 75
8666.678905487061	 1242563.872751	 37
17239.06588554382	 1241068.454551	 73
17118.64304542542	 1241068.454552	 73
10949.78904724121	 1241033.944586	 47
17249.47190284729	 1241068.454551	 73
17126.82318687439	 1241068.454551	 72
17866.29915237427	 1241068.454551	 75
17427.24514007568	 1241068.454551	 73

