3041.45884513855	 1616582.420862	 13
3072.945117950439	 1641277.290903	 15
3073.828935623169	 1577986.153395	 13
3021.260023117065	 1662817.424053	 13
3167.09303855896	 1674463.977238	 19
3124.053001403809	 1576978.675461	 16
3123.99697303772	 1694627.083828	 16
3081.589937210083	 1588901.784360	 14
3080.129146575928	 1665831.794024	 18
3105.247974395752	 1665963.661653	 16
3095.126152038574	 1566627.512928	 14
3056.196928024292	 1596571.991155	 15
3067.966938018799	 1581686.498954	 16
3097.569942474365	 1629382.649835	 14
3054.358005523682	 1578918.350891	 13
3054.564952850342	 1630802.555136	 15
3133.99600982666	 1605752.787747	 14
3160.479068756104	 1650720.625484	 19
2961.942911148071	 1642947.272038	 14
3266.079902648926	 1764663.520155	 23
3040.45295715332	 1633030.836817	 14
3086.11011505127	 1574378.220031	 15
3027.371168136597	 1610410.034495	 16
3065.525770187378	 1789807.167640	 14
3004.537105560303	 1714945.267423	 14
3053.323984146118	 1572207.233801	 15
2993.067026138306	 1601637.569346	 13
3051.255941390991	 1767789.699040	 14
3087.886095046997	 1588808.244897	 13
2988.51490020752	 1598408.071807	 13
