
5187.326908111572	 1902710.701545	 21
4198.323011398315	 1857332.488541	 17
9113.981008529663	 1896098.207007	 37
7681.671142578125	 1855253.059160	 31
4492.337942123413	 1852066.369347	 18
11265.24305343628	 1861012.214069	 46
7866.227865219116	 1858483.296691	 32
5702.757120132446	 1852066.369347	 23
9559.682846069336	 1896098.207007	 39
11533.52093696594	 1896098.207007	 47
7364.058017730713	 2017694.353670	 30
4469.763040542603	 1856457.118619	 18
5435.945987701416	 1870349.687255	 22
8843.165159225464	 1857330.081785	 36
6358.940839767456	 1927092.437387	 26
8591.881990432739	 1858483.296691	 35
8625.869035720825	 1870349.687255	 35
8834.327936172485	 1856406.274067	 36
7409.388065338135	 1872283.637458	 30
5873.494148254395	 1927092.437387	 24
9587.599992752075	 1852066.369346	 39
3452.135801315308	 2023685.246050	 14
8609.035015106201	 1898184.135632	 35
8325.329065322876	 2059150.789082	 34
5409.050941467285	 1927092.437387	 22
7399.451017379761	 1852066.369347	 30
8119.817972183228	 2038541.711460	 33
7396.40998840332	 1852066.369346	 30
9558.943033218384	 1857330.081785	 39
8638.011932373047	 2018426.288314	 35
