
3055.865049362183	 1913099.804311	 15
3042.043924331665	 1854187.414356	 15
3199.477910995483	 3593525.455862	 18
3211.652994155884	 1983618.305990	 19
3277.872085571289	 1957059.681989	 20
3038.2080078125	 2057618.478795	 15
2974.168062210083	 5186211.907884	 15
2964.407920837402	 2242613.756136	 18
3008.822917938232	 1878386.767453	 14
2921.572923660278	 1883947.981618	 13
2996.936798095703	 2013997.559959	 15
2989.739179611206	 1947351.819543	 14
2976.125955581665	 2901728.271678	 15
2919.741153717041	 1958099.943626	 13
3100.6178855896	 1967760.177665	 20
3725.897073745728	 2290109.124087	 23
3844.873905181885	 2408115.082533	 37
3072.486877441406	 3555729.898497	 17
2983.514070510864	 2061469.796296	 13
2898.350954055786	 1962908.936670	 13
3265.219926834106	 2080776.280264	 18
3000.882148742676	 2053183.324727	 15
2975.5859375	 5176922.929802	 15
3049.333095550537	 2113815.992460	 16
2961.95387840271	 2967295.004843	 15
3348.481178283691	 1967082.334021	 19
3278.897047042847	 3304178.789220	 26
3503.656148910522	 2504265.776461	 34
3051.278114318848	 4141084.445165	 21
2912.202119827271	 1996866.619245	 13
