2916.434049606323	 2105082.548237	 13
8972.935914993286	 2079348.415039	 37
2938.245058059692	 2105082.548237	 13
2921.567916870117	 2105082.548237	 13
1780.029058456421	 2151279.669481	 9
1410.145044326782	 2121278.180409	 7
831.1090469360352	 3418620.550471	 8
800.57692527771	 2625456.054163	 8
1482.631921768188	 2051464.656242	 11
8083.197116851807	 2018800.870017	 47
2165.436029434204	 1997547.582006	 14
2146.466016769409	 1990005.886548	 15
9148.988962173462	 2018800.870017	 53
7627.357959747314	 1713270.140541	 33
15278.8360118866	 1613487.181385	 63
36687.34097480774	 1319397.956709	 103
60279.85501289368	 1066022.052099	 105
48363.19494247437	 1168663.143386	 106
36533.67209434509	 1318752.943558	 103
48115.30804634094	 1214015.116150	 107
43857.94901847839	 1202891.955337	 103
46161.96203231812	 1200825.930998	 103
28836.23909950256	 1259622.265128	 68
36642.50111579895	 1326870.942962	 103
26769.48094367981	 1315812.803959	 70
38389.652967453	 1256273.887007	 90
43659.90781784058	 1244618.992602	 104
9598.357915878296	 1968984.078984	 81
4135.23006439209	 2598548.837029	 33
43685.49704551697	 1223447.128469	 105
7189.568042755127	 1968984.078984	 61
5903.489112854004	 1503290.015218	 36
15320.3501701355	 1241033.944586	 66
35146.45290374756	 1010029.035517	 104
46691.30301475525	 894529.584386	 106
42954.40793037415	 892527.087632	 103
32631.88004493713	 1006017.178208	 95
8959.536075592041	 1968984.078984	 76
42118.50500106812	 894816.971181	 103
4733.649015426636	 2598548.837029	 39
18247.41291999817	 1613487.181385	 78
5056.793928146362	 1902710.701545	 21
8435.743093490601	 2018426.288314	 35
4120.213031768799	 1857332.488541	 17
8979.778051376343	 1896098.207007	 37
7520.035982131958	 1855253.059160	 31
4366.113901138306	 1852066.369347	 18
6999.573945999146	 1856406.274067	 29
6964.751958847046	 1856406.274067	 29
10606.10914230347	 1624909.977179	 44
10365.34309387207	 1624909.977179	 43
10623.76594543457	 1624909.977179	 44
